Tiempo (s),Temperatura 1 (°C),,,,,,T°
30.5,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.51,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.52,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.53,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.54,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.55,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.56,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.57,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.58,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.59,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.6,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.61,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.62,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.63,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.64,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.65,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.66,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.67,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.68,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.69,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.7,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.71,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.72,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.73,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.74,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.75,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.76,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.77,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.78,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.79,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.8,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.81,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.82,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.83,27.53,27.53,27.53,27.53,27.53,27.53,27.53
