Tiempo (s),Temperatura 1 (°C),,,,,,T°
13.06,27.23,27.23,27.23,27.23,27.23,27.23,27.23
13.07,27.23,27.23,27.23,27.23,27.23,27.23,27.23
13.08,27.23,27.23,27.23,27.23,27.23,27.23,27.23
13.09,27.23,27.23,27.23,27.23,27.23,27.23,27.23
13.1,27.23,27.23,27.23,27.23,27.23,27.23,27.23
13.11,27.23,27.23,27.23,27.23,27.23,27.23,27.23
13.12,27.23,27.23,27.23,27.23,27.23,27.23,27.23
13.13,27.23,27.23,27.23,27.23,27.23,27.23,27.23
13.14,27.23,27.23,27.23,27.23,27.23,27.23,27.23
13.15,27.23,27.23,27.23,27.23,27.23,27.23,27.23
13.16,27.23,27.23,27.23,27.23,27.23,27.23,27.23
13.17,27.23,27.23,27.23,27.23,27.23,27.23,27.23
13.18,27.23,27.23,27.23,27.23,27.23,27.23,27.23
13.19,27.23,27.23,27.23,27.23,27.23,27.23,27.23
13.2,27.23,27.23,27.23,27.23,27.23,27.23,27.23
13.21,27.23,27.23,27.23,27.23,27.23,27.23,27.23
13.22,27.23,27.23,27.23,27.23,27.23,27.23,27.23
13.23,27.23,27.23,27.23,27.23,27.23,27.23,27.23
13.24,27.23,27.23,27.23,27.23,27.23,27.23,27.23
13.25,27.23,27.23,27.23,27.23,27.23,27.23,27.23
13.26,27.23,27.23,27.23,27.23,27.23,27.23,27.23
13.27,27.23,27.23,27.23,27.23,27.23,27.23,27.23
13.28,27.23,27.23,27.23,27.23,27.23,27.23,27.23
13.29,27.23,27.23,27.23,27.23,27.23,27.23,27.23
13.3,27.23,27.23,27.23,27.23,27.23,27.23,27.23
13.31,27.24,27.24,27.24,27.24,27.24,27.24,27.24
13.32,27.24,27.24,27.24,27.24,27.24,27.24,27.24
13.33,27.24,27.24,27.24,27.24,27.24,27.24,27.24
13.34,27.24,27.24,27.24,27.24,27.24,27.24,27.24
13.35,27.24,27.24,27.24,27.24,27.24,27.24,27.24
13.36,27.24,27.24,27.24,27.24,27.24,27.24,27.24
13.37,27.24,27.24,27.24,27.24,27.24,27.24,27.24
13.38,27.24,27.24,27.24,27.24,27.24,27.24,27.24
13.39,27.24,27.24,27.24,27.24,27.24,27.24,27.24
13.4,27.24,27.24,27.24,27.24,27.24,27.24,27.24
13.41,27.24,27.24,27.24,27.24,27.24,27.24,27.24
13.42,27.24,27.24,27.24,27.24,27.24,27.24,27.24
13.43,27.24,27.24,27.24,27.24,27.24,27.24,27.24
13.44,27.24,27.24,27.24,27.24,27.24,27.24,27.24
13.45,27.24,27.24,27.24,27.24,27.24,27.24,27.24
13.46,27.24,27.24,27.24,27.24,27.24,27.24,27.24
13.47,27.24,27.24,27.24,27.24,27.24,27.24,27.24
13.48,27.25,27.25,27.25,27.25,27.25,27.25,27.25
13.49,27.25,27.25,27.25,27.25,27.25,27.25,27.25
13.5,27.25,27.25,27.25,27.25,27.25,27.25,27.25
13.51,27.25,27.25,27.25,27.25,27.25,27.25,27.25
13.52,27.25,27.25,27.25,27.25,27.25,27.25,27.25
13.53,27.25,27.25,27.25,27.25,27.25,27.25,27.25
13.54,27.25,27.25,27.25,27.25,27.25,27.25,27.25
13.55,27.25,27.25,27.25,27.25,27.25,27.25,27.25
13.56,27.25,27.25,27.25,27.25,27.25,27.25,27.25
13.57,27.25,27.25,27.25,27.25,27.25,27.25,27.25
13.58,27.25,27.25,27.25,27.25,27.25,27.25,27.25
13.59,27.25,27.25,27.25,27.25,27.25,27.25,27.25
13.6,27.25,27.25,27.25,27.25,27.25,27.25,27.25
13.61,27.25,27.25,27.25,27.25,27.25,27.25,27.25
13.62,27.25,27.25,27.25,27.25,27.25,27.25,27.25
13.63,27.25,27.25,27.25,27.25,27.25,27.25,27.25
13.64,27.25,27.25,27.25,27.25,27.25,27.25,27.25
13.65,27.25,27.25,27.25,27.25,27.25,27.25,27.25
13.66,27.25,27.25,27.25,27.25,27.25,27.25,27.25
13.67,27.25,27.25,27.25,27.25,27.25,27.25,27.25
13.68,27.25,27.25,27.25,27.25,27.25,27.25,27.25
13.69,27.25,27.25,27.25,27.25,27.25,27.25,27.25
13.7,27.25,27.25,27.25,27.25,27.25,27.25,27.25
13.71,27.25,27.25,27.25,27.25,27.25,27.25,27.25
13.72,27.25,27.25,27.25,27.25,27.25,27.25,27.25
13.73,27.25,27.25,27.25,27.25,27.25,27.25,27.25
13.74,27.25,27.25,27.25,27.25,27.25,27.25,27.25
13.75,27.25,27.25,27.25,27.25,27.25,27.25,27.25
13.76,27.25,27.25,27.25,27.25,27.25,27.25,27.25
13.77,27.26,27.25,27.25,27.25,27.25,27.25,27.25
13.78,27.25,27.25,27.25,27.25,27.25,27.25,27.25
13.79,27.25,27.25,27.25,27.25,27.25,27.25,27.25
13.8,27.26,27.25,27.25,27.25,27.25,27.25,27.25
13.81,27.25,27.25,27.25,27.25,27.25,27.25,27.25
13.82,27.26,27.25,27.25,27.25,27.25,27.25,27.25
13.83,27.25,27.25,27.25,27.25,27.25,27.25,27.25
13.84,27.25,27.25,27.25,27.25,27.25,27.25,27.26
13.85,27.25,27.25,27.25,27.26,27.26,27.26,27.26
13.86,27.26,27.26,27.26,27.26,27.26,27.26,27.26
13.87,27.26,27.26,27.26,27.26,27.26,27.26,27.26
13.88,27.26,27.26,27.26,27.26,27.26,27.26,27.26
13.89,27.26,27.26,27.26,27.26,27.26,27.26,27.26
13.9,27.26,27.26,27.26,27.26,27.26,27.26,27.26
13.91,27.26,27.26,27.26,27.26,27.26,27.26,27.26
13.92,27.26,27.26,27.26,27.26,27.26,27.26,27.26
13.93,27.26,27.26,27.26,27.26,27.26,27.26,27.26
13.94,27.26,27.26,27.26,27.26,27.26,27.26,27.26
13.95,27.26,27.26,27.26,27.26,27.26,27.26,27.26
13.96,27.26,27.26,27.26,27.26,27.26,27.26,27.26
13.97,27.26,27.26,27.26,27.26,27.26,27.26,27.26
13.98,27.26,27.26,27.26,27.26,27.26,27.26,27.26
13.99,27.26,27.26,27.26,27.26,27.26,27.26,27.26
14,27.26,27.26,27.26,27.26,27.26,27.26,27.26
14.01,27.26,27.26,27.26,27.26,27.26,27.26,27.26
14.02,27.26,27.26,27.26,27.26,27.26,27.26,27.26
14.03,27.26,27.26,27.26,27.26,27.26,27.26,27.26
14.04,27.26,27.26,27.26,27.26,27.26,27.26,27.26
14.05,27.26,27.26,27.26,27.26,27.26,27.26,27.26
14.06,27.26,27.26,27.26,27.26,27.26,27.26,27.26
14.07,27.26,27.26,27.26,27.26,27.26,27.26,27.26
14.08,27.26,27.26,27.26,27.26,27.26,27.26,27.26
14.09,27.26,27.26,27.26,27.26,27.26,27.26,27.26
14.1,27.26,27.26,27.26,27.26,27.26,27.26,27.26
14.11,27.26,27.26,27.26,27.26,27.26,27.26,27.26
14.12,27.26,27.26,27.26,27.26,27.26,27.26,27.26
14.13,27.26,27.26,27.26,27.26,27.26,27.26,27.26
14.14,27.26,27.26,27.26,27.26,27.26,27.26,27.26
14.15,27.26,27.26,27.26,27.26,27.26,27.26,27.26
14.16,27.26,27.26,27.26,27.26,27.26,27.26,27.26
14.17,27.26,27.26,27.26,27.26,27.26,27.26,27.26
14.18,27.26,27.26,27.26,27.26,27.26,27.26,27.26
14.19,27.26,27.26,27.26,27.26,27.26,27.26,27.26
14.2,27.26,27.26,27.26,27.26,27.26,27.26,27.26
14.21,27.26,27.26,27.26,27.26,27.26,27.26,27.26
14.22,27.26,27.26,27.26,27.26,27.26,27.26,27.26
14.23,27.26,27.26,27.26,27.26,27.26,27.26,27.26
14.24,27.26,27.26,27.26,27.26,27.26,27.26,27.26
14.25,27.26,27.26,27.26,27.26,27.26,27.26,27.26
14.26,27.27,27.26,27.26,27.26,27.26,27.26,27.26
14.27,27.26,27.26,27.26,27.26,27.26,27.26,27.26
14.28,27.26,27.26,27.26,27.26,27.26,27.26,27.26
14.29,27.26,27.26,27.26,27.26,27.26,27.26,27.26
14.3,27.26,27.26,27.26,27.26,27.26,27.26,27.26
14.31,27.26,27.26,27.26,27.26,27.26,27.26,27.26
14.32,27.26,27.26,27.26,27.26,27.26,27.26,27.26
14.33,27.26,27.26,27.26,27.26,27.26,27.26,27.26
14.34,27.26,27.26,27.26,27.26,27.26,27.26,27.26
14.35,27.26,27.26,27.26,27.26,27.26,27.26,27.26
14.36,27.27,27.27,27.27,27.26,27.26,27.26,27.26
14.37,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.38,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.39,27.26,27.27,27.27,27.27,27.27,27.27,27.27
14.4,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.41,27.26,27.27,27.27,27.27,27.27,27.27,27.27
14.42,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.43,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.44,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.45,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.46,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.47,27.26,27.27,27.27,27.27,27.27,27.27,27.27
14.48,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.49,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.5,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.51,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.52,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.53,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.54,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.55,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.56,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.57,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.58,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.59,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.6,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.61,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.62,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.63,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.64,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.65,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.66,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.67,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.68,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.69,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.7,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.71,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.72,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.73,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.74,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.75,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.76,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.77,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.78,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.79,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.8,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.81,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.82,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.83,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.84,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.85,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.86,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.87,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.88,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.89,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.9,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.91,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.92,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.93,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.94,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.95,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.96,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.97,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.98,27.27,27.27,27.27,27.27,27.27,27.27,27.27
14.99,27.27,27.27,27.27,27.27,27.27,27.27,27.27
15,27.27,27.27,27.27,27.27,27.27,27.27,27.27
15.01,27.27,27.27,27.27,27.27,27.27,27.27,27.27
15.02,27.27,27.27,27.27,27.27,27.27,27.27,27.27
15.03,27.27,27.27,27.27,27.27,27.27,27.27,27.27
15.04,27.27,27.27,27.27,27.27,27.27,27.27,27.27
15.05,27.27,27.27,27.27,27.27,27.27,27.27,27.27
15.06,27.27,27.27,27.27,27.27,27.27,27.27,27.27
15.07,27.27,27.27,27.27,27.27,27.27,27.27,27.27
15.08,27.27,27.27,27.27,27.27,27.27,27.27,27.27
15.09,27.27,27.27,27.27,27.27,27.27,27.27,27.27
15.1,27.28,27.27,27.27,27.27,27.27,27.27,27.27
15.11,27.27,27.28,27.27,27.27,27.27,27.27,27.27
15.12,27.28,27.28,27.27,27.27,27.27,27.27,27.27
15.13,27.28,27.27,27.27,27.27,27.27,27.27,27.27
15.14,27.27,27.27,27.27,27.27,27.27,27.27,27.28
15.15,27.27,27.27,27.27,27.28,27.28,27.28,27.28
15.16,27.27,27.27,27.28,27.28,27.28,27.28,27.28
15.17,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.18,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.19,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.2,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.21,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.22,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.23,27.27,27.28,27.28,27.28,27.28,27.28,27.28
15.24,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.25,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.26,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.27,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.28,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.29,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.3,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.31,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.32,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.33,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.34,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.35,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.36,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.37,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.38,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.39,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.4,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.41,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.42,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.43,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.44,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.45,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.46,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.47,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.48,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.49,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.5,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.51,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.52,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.53,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.54,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.55,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.56,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.57,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.58,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.59,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.6,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.61,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.62,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.63,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.64,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.65,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.66,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.67,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.68,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.69,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.7,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.71,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.72,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.73,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.74,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.75,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.76,27.29,27.28,27.28,27.28,27.28,27.28,27.28
15.77,27.29,27.28,27.28,27.28,27.28,27.28,27.28
15.78,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.79,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.8,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.81,27.28,27.28,27.28,27.28,27.28,27.28,27.28
15.82,27.28,27.28,27.28,27.28,27.28,27.29,27.29
15.83,27.29,27.29,27.29,27.29,27.29,27.29,27.29
15.84,27.29,27.29,27.29,27.29,27.29,27.29,27.29
15.85,27.29,27.29,27.29,27.29,27.29,27.29,27.29
15.86,27.29,27.29,27.29,27.29,27.29,27.29,27.29
15.87,27.29,27.29,27.29,27.29,27.29,27.29,27.29
15.88,27.29,27.29,27.29,27.29,27.29,27.29,27.29
15.89,27.29,27.29,27.29,27.29,27.29,27.29,27.29
15.9,27.29,27.29,27.29,27.29,27.29,27.29,27.29
15.91,27.29,27.29,27.29,27.29,27.29,27.29,27.29
15.92,27.29,27.29,27.29,27.29,27.29,27.29,27.29
15.93,27.29,27.29,27.29,27.29,27.29,27.29,27.29
15.94,27.29,27.29,27.29,27.29,27.29,27.29,27.29
15.95,27.29,27.29,27.29,27.29,27.29,27.29,27.29
15.96,27.29,27.29,27.29,27.29,27.29,27.29,27.29
15.97,27.29,27.29,27.29,27.29,27.29,27.29,27.29
15.98,27.29,27.29,27.29,27.29,27.29,27.29,27.29
15.99,27.29,27.29,27.29,27.29,27.29,27.29,27.29
16,27.29,27.29,27.29,27.29,27.29,27.29,27.29
16.01,27.29,27.29,27.29,27.29,27.29,27.29,27.29
16.02,27.29,27.29,27.29,27.29,27.29,27.29,27.29
16.03,27.29,27.29,27.29,27.29,27.29,27.29,27.29
16.04,27.29,27.29,27.29,27.29,27.29,27.29,27.29
16.05,27.29,27.29,27.29,27.29,27.29,27.29,27.29
16.06,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.07,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.08,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.09,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.1,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.11,27.29,27.30,27.30,27.30,27.30,27.30,27.30
16.12,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.13,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.14,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.15,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.16,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.17,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.18,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.19,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.2,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.21,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.22,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.23,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.24,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.25,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.26,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.27,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.28,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.29,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.3,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.31,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.32,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.33,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.34,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.35,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.36,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.37,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.38,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.39,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.4,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.41,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.42,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.43,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.44,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.45,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.46,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.47,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.48,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.49,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.5,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.51,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.52,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.53,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.54,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.55,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.56,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.57,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.58,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.59,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.6,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.61,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.62,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.63,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.64,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.65,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.66,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.67,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.68,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.69,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.7,27.3,27.30,27.30,27.30,27.30,27.30,27.30
16.71,27.31,27.30,27.30,27.30,27.30,27.30,27.30
16.72,27.31,27.31,27.31,27.31,27.31,27.31,27.31
16.73,27.3,27.31,27.31,27.31,27.31,27.31,27.31
16.74,27.31,27.31,27.31,27.31,27.31,27.31,27.31
16.75,27.31,27.31,27.31,27.31,27.31,27.31,27.31
16.76,27.31,27.31,27.31,27.31,27.31,27.31,27.31
16.77,27.3,27.31,27.31,27.31,27.31,27.31,27.31
16.78,27.31,27.31,27.31,27.31,27.31,27.31,27.31
16.79,27.31,27.31,27.31,27.31,27.31,27.31,27.31
16.8,27.31,27.31,27.31,27.31,27.31,27.31,27.31
16.81,27.31,27.31,27.31,27.31,27.31,27.31,27.31
16.82,27.31,27.31,27.31,27.31,27.31,27.31,27.31
16.83,27.31,27.31,27.31,27.31,27.31,27.31,27.31
16.84,27.31,27.31,27.31,27.31,27.31,27.31,27.31
16.85,27.31,27.31,27.31,27.31,27.31,27.31,27.31
16.86,27.31,27.31,27.31,27.31,27.31,27.31,27.31
16.87,27.31,27.31,27.31,27.31,27.31,27.31,27.31
16.88,27.31,27.31,27.31,27.31,27.31,27.31,27.31
16.89,27.31,27.31,27.31,27.31,27.31,27.31,27.31
16.9,27.31,27.31,27.31,27.31,27.31,27.31,27.31
16.91,27.31,27.31,27.31,27.31,27.31,27.31,27.31
16.92,27.31,27.31,27.31,27.31,27.31,27.31,27.31
16.93,27.31,27.31,27.31,27.31,27.31,27.31,27.31
16.94,27.31,27.31,27.31,27.31,27.31,27.31,27.31
16.95,27.31,27.31,27.31,27.31,27.31,27.31,27.31
16.96,27.31,27.31,27.31,27.31,27.31,27.31,27.31
16.97,27.31,27.31,27.31,27.31,27.31,27.31,27.31
16.98,27.31,27.31,27.31,27.31,27.31,27.31,27.31
16.99,27.31,27.31,27.31,27.31,27.31,27.31,27.31
17,27.31,27.31,27.31,27.31,27.31,27.31,27.31
17.01,27.31,27.31,27.31,27.31,27.31,27.31,27.31
17.02,27.31,27.31,27.31,27.31,27.31,27.31,27.31
17.03,27.31,27.31,27.31,27.31,27.31,27.31,27.31
17.04,27.31,27.31,27.31,27.31,27.31,27.31,27.31
17.05,27.31,27.31,27.31,27.31,27.31,27.31,27.31
17.06,27.31,27.31,27.31,27.31,27.31,27.31,27.31
17.07,27.31,27.31,27.31,27.31,27.31,27.31,27.31
17.08,27.31,27.31,27.31,27.31,27.31,27.31,27.31
17.09,27.31,27.31,27.31,27.31,27.31,27.31,27.31
17.1,27.31,27.31,27.31,27.31,27.31,27.31,27.31
17.11,27.31,27.31,27.31,27.31,27.31,27.31,27.31
17.12,27.31,27.31,27.31,27.31,27.31,27.31,27.31
17.13,27.31,27.31,27.31,27.31,27.31,27.31,27.31
17.14,27.31,27.31,27.31,27.31,27.31,27.31,27.31
17.15,27.31,27.31,27.31,27.31,27.31,27.31,27.31
17.16,27.31,27.31,27.31,27.31,27.31,27.31,27.31
17.17,27.31,27.31,27.31,27.31,27.31,27.31,27.31
17.18,27.31,27.31,27.31,27.31,27.31,27.31,27.31
17.19,27.31,27.31,27.31,27.31,27.31,27.31,27.31
17.2,27.31,27.31,27.31,27.31,27.31,27.31,27.31
17.21,27.31,27.31,27.31,27.31,27.31,27.31,27.31
17.22,27.31,27.31,27.31,27.31,27.31,27.31,27.31
17.23,27.31,27.31,27.31,27.31,27.31,27.31,27.31
17.24,27.31,27.31,27.31,27.31,27.31,27.31,27.31
17.25,27.31,27.31,27.31,27.31,27.31,27.31,27.31
17.26,27.31,27.31,27.31,27.31,27.31,27.31,27.31
17.27,27.31,27.31,27.31,27.31,27.31,27.31,27.31
17.28,27.31,27.31,27.31,27.31,27.31,27.31,27.31
17.29,27.32,27.31,27.31,27.31,27.31,27.31,27.31
17.3,27.31,27.32,27.31,27.31,27.31,27.31,27.31
17.31,27.32,27.32,27.32,27.31,27.31,27.31,27.31
17.32,27.32,27.31,27.32,27.32,27.32,27.32,27.32
17.33,27.31,27.32,27.32,27.32,27.32,27.32,27.32
17.34,27.31,27.32,27.32,27.32,27.32,27.32,27.32
17.35,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.36,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.37,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.38,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.39,27.31,27.32,27.32,27.32,27.32,27.32,27.32
17.4,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.41,27.32,27.32,27.32,27.32,27.32,27.32,27.32
